_id,AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
18436,A1344585,,CAT,BLACK,,DOMESTIC SH,FEMALE,3/12/24,15 WEEKS,6/12/24,MED R,STRAY,OTC,,,,,,ROCKY MOUNTAIN DR X MT ZION AVE,SAN JOSE,6/12/24
18437,A1344586,TORONTO,CAT,BLACK,,DOMESTIC SH,NEUTERED,3/12/24,15 WEEKS,6/12/24,HEALTHY,STRAY,OTC,,6/26/24,ADOPTION,WALK IN,HEALTHY,ROCKY MOUNTAIN DR X MT ZION AVE,SAN JOSE,6/26/24
18438,A1344589,TRAP 16,CAT,WHITE,BLACK,DOMESTIC SH,UNKNOWN,,NO AGE,6/12/24,FERAL,S/N CLINIC,,,6/12/24,RTF,,FERAL,,SAN JOSE,6/12/24
18439,A1344590,,BIRD,BROWN,,FINCH,UNKNOWN,,NO AGE,6/12/24,MED M,STRAY,MEDVET,,6/12/24,TRANSFER,WILDLIFE,MED M,CHECKERS DR,SAN JOSE,6/12/24
18440,A1344593,,OTHER,GRAY,,OPOSSUM,UNKNOWN,,NO AGE,6/12/24,MED R,STRAY,FIELD,,6/12/24,TRANSFER,WILDLIFE,MED R,CALLE DDE STURDA/ CALLE DE FARRAR,SAN JOSE,6/12/24
18441,A1344594,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,6/9/24,HEALTHY,STRAY,OTC,,6/13/24,TRANSFER,HSSV,HEALTHY,AMES AVE X SINCLAIR FRONTAGE RD,MILPITAS,6/13/24
18442,A1344595,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,6/9/24,HEALTHY,STRAY,OTC,,6/13/24,TRANSFER,HSSV,HEALTHY,AMES AVE X SINCLAIR FRONTAGE RD,MILPITAS,6/13/24
18443,A1344596,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,6/9/24,HEALTHY,STRAY,OTC,,6/13/24,TRANSFER,HSSV,HEALTHY,AMES AVE X SINCLAIR FRONTAGE RD,MILPITAS,6/13/24
18444,A1344597,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,6/9/24,HEALTHY,STRAY,OTC,,6/13/24,TRANSFER,HSSV,HEALTHY,AMES AVE X SINCLAIR FRONTAGE RD,MILPITAS,6/13/24
18445,A1344598,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,,NO AGE,6/12/24,DEAD,DISPO REQ,FIELD,,6/12/24,DISPOSAL,,DEAD,2900 BLOCK TOLLIVER DR,SAN JOSE,6/12/24
18446,A1344599,,OTHER,GRAY,BLACK,RACCOON,UNKNOWN,,NO AGE,6/12/24,DEAD,DISPO REQ,OTC,,6/12/24,DISPOSAL,,DEAD,CHECKERS DR X MCKEE RD,SAN JOSE,6/12/24
18447,A1344604,,BIRD,BLACK,,CROW,UNKNOWN,,NO AGE,6/12/24,DEAD,STRAY,FIELD,,6/12/24,DISPOSAL,,DEAD,SEQUESTER CT/ CAPITOL AVE,SAN JOSE,6/12/24
18448,A1344605,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,FEMALE,4/27/24,9 WEEKS,6/8/24,HEALTHY,STRAY,OTC,,6/13/24,TRANSFER,HSSV,HEALTHY,VIA MONTE DR X ALMADEN EXPY,SAN JOSE,6/13/24
18449,A1344606,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,4/27/24,9 WEEKS,6/8/24,HEALTHY,STRAY,OTC,,6/13/24,TRANSFER,HSSV,HEALTHY,VIA MONTE DR X ALMADEN EXPY,SAN JOSE,6/13/24
18450,A1344607,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,4/21/24,9 WEEKS,6/8/24,HEALTHY,STRAY,OTC,,6/13/24,TRANSFER,HSSV,HEALTHY,BATTAGLIA CIR X N CAPITOL AVE,SAN JOSE,6/13/24
18451,A1344609,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,4/21/24,9 WEEKS,6/8/24,HEALTHY,STRAY,OTC,,6/13/24,TRANSFER,HSSV,HEALTHY,BATTAGLIA CIR X N CAPITOL AVE,SAN JOSE,6/13/24
18452,A1344616,,CAT,TABBY-GRAY,,DOMESTIC SH,FEMALE,4/12/24,11 WEEKS,6/12/24,HEALTHY,STRAY,OTC,,,,,,BATTERSEA CT X DUCHESS CT,SAN JOSE,6/17/24
18453,A1344629,,CAT,BLACK,,DOMESTIC SH,MALE,,NO AGE,6/11/24,NURSING,STRAY,OTC,,6/13/24,EUTH,U MED SEV,MED SEV,VIRGINIA PL/BUDD AVE,CAMPBELL,6/13/24
18454,A1344636,GIZMO,CAT,TABBY-BRN,WHITE,DOMESTIC SH,MALE,4/12/24,11 WEEKS,6/12/24,MED R,STRAY,OTC,,,,,,MCLAUGHLIN AVE X IDLEWOOD DR,SAN JOSE,6/20/24
18455,A1344641,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,5/24/24,5 WEEKS,6/12/24,HEALTHY,STRAY,OTC,,,,,,MCLAUGHLIN AVE X IDLEWOOD DR,SAN JOSE,6/21/24
18456,A1344643,TNR,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,6/12/24,MED R,STRAY,OTC,,6/16/24,RTF,,MED R,EASTRIDGE LOOP X TULLY RD,SAN JOSE,6/17/24
18457,A1344644,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,MALE,5/24/24,5 WEEKS,6/12/24,HEALTHY,STRAY,OTC,,,,,,MCLAUGHLIN AVE X IDLEWOOD DR,SAN JOSE,6/27/24
18458,A1344660,,DOG,BRINDLE-BN,,LABRADOR RETR,MALE,2/12/24,4 MONTHS,6/12/24,MED R,STRAY,OTC,,6/20/24,TRANSFER,HSSV,MED R,LIEBELT CT X MERIDIAN AVE,SAN JOSE,6/20/24
18459,A1344661,,DOG,BRINDLE-BN,,LABRADOR RETR,MALE,2/12/24,4 MONTHS,6/12/24,MED R,STRAY,OTC,,6/20/24,TRANSFER,HSSV,MED R,LIEBELT CT X MERIDIAN AVE,SAN JOSE,6/20/24
18460,A1344662,,DOG,BRINDLE-BN,,LABRADOR RETR,FEMALE,2/12/24,4 MONTHS,6/12/24,MED R,STRAY,OTC,,6/20/24,TRANSFER,HSSV,MED R,LIEBELT CT X MERIDIAN AVE,SAN JOSE,6/20/24
18461,A1344663,,DOG,BLACK,,LABRADOR RETR,MALE,2/12/24,4 MONTHS,6/12/24,MED R,STRAY,OTC,,6/20/24,TRANSFER,HSSV,MED R,LIEBELT CT X MERIDIAN AVE,SAN JOSE,6/20/24
18462,A1344664,JACK,DOG,BLACK,,LABRADOR RETR,NEUTERED,2/12/24,4 MONTHS,6/12/24,MED R,STRAY,OTC,,6/18/24,FOSTER,,,LIEBELT CT X MERIDIAN AVE,SAN JOSE,6/18/24
18463,A1344664,JACK,DOG,BLACK,,LABRADOR RETR,NEUTERED,2/12/24,4 MONTHS,6/26/24,HEALTHY,FOSTER,,,6/26/24,ADOPTION,,HEALTHY,LIEBELT CT X MERIDIAN AVE,SAN JOSE,6/26/24
18464,A1344665,,DOG,BLACK,,LABRADOR RETR,MALE,2/12/24,4 MONTHS,6/12/24,MED R,STRAY,OTC,,6/20/24,TRANSFER,HSSV,MED R,LIEBELT CT X MERIDIAN AVE,SAN JOSE,6/20/24
18465,A1344666,GLAZE,OTHER,TRICOLOR,,GUINEA PIG,FEMALE,,NO AGE,6/12/24,PREGNANT,STRAY,OTC,,6/18/24,RESCUE,RADRODENT,HEALTHY,HURNAN DR X CLARICE DR,SAN JOSE,6/18/24
18466,A1344672,AZALEA,OTHER,TRICOLOR,,GUINEA PIG,FEMALE,,NO AGE,6/12/24,PREGNANT,STRAY,OTC,,6/18/24,RESCUE,RADRODENT,HEALTHY,HURNAN DR X CLARICE DR,SAN JOSE,6/18/24
18467,A1344688,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2/12/24,4 MONTHS,6/12/24,HEALTHY,STRAY,OTC,,,,,,CURTNER AVE X LITTLE ORCHARD ST,SAN JOSE,6/12/24
18468,A1344691,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,FEMALE,2/12/24,4 MONTHS,6/12/24,HEALTHY,STRAY,OTC,,,,,,CURTNER AVE X LITTLE ORCHARD ST,SAN JOSE,6/17/24
18469,A1344693,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,FEMALE,2/12/24,4 MONTHS,6/12/24,HEALTHY,STRAY,OTC,,,,,,CURTNER AVE X LITTLE ORCHARD ST,SAN JOSE,6/12/24
18470,A1344698,,BIRD,BROWN,,SPARROW,UNKNOWN,,NO AGE,6/12/24,NURSING,STRAY,FIELD,,6/12/24,TRANSFER,WILDLIFE,NURSING,PRINCE GEORGE DR/ CHECKERS DR,SAN JOSE,6/12/24
18471,A1344705,KYTUH,CAT,BLACK,,DOMESTIC SH,SPAYED,3/28/24,13 WEEKS,6/12/24,HEALTHY,STRAY,OTC,,6/18/24,ADOPTION,WALK IN,,PEDRO ST,SAN JOSE,6/18/24
18472,A1344713,MOMMA KITTY,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,6/24/20,4 YEARS,6/12/24,MED SEV,STRAY,OTC,,6/25/24,RTF,,MED SEV,CHARCOT AVE,SAN JOSE,6/25/24
18473,A1344721,,CAT,GRAY,WHITE,DOMESTIC SH,MALE,,NO AGE,6/12/24,MED R,STRAY,OTC,,6/13/24,DIED,IN KENNEL,MED SEV,1400 BLOCK GLENA CT,SAN JOSE,6/13/24
18474,A1344736,,OTHER,GRAY,,RABBIT SH,UNKNOWN,,NO AGE,6/12/24,DEAD,DISPO REQ,FIELD,,6/12/24,DISPOSAL,,DEAD,21800 BLOCK HARLEIGH,SARATOGA,6/12/24
18475,A1344757,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,6/12/24,HEALTHY,STRAY,OTC,,,,,,N 14TH ST,SAN JOSE,6/12/24
18476,A1344759,MASAMI,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,4/13/24,11 WEEKS,6/12/24,HEALTHY,STRAY,OTC,,6/25/24,ADOPTION,WALK IN,HEALTHY,N 14TH ST,SAN JOSE,6/25/24
18477,A1344760,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,3/26/24,13 WEEKS,6/12/24,HEALTHY,STRAY,OTC,,6/26/24,ADOPTION,,HEALTHY,N 14TH ST,SAN JOSE,6/26/24
18478,A1344762,KELLY,DOG,BROWN,,ENG COCKER SPAN,FEMALE,6/13/13,11 YEARS,6/12/24,HEALTHY,STRAY,FIELD,,6/13/24,RTO,WEBSITE,,BRODIE DR / SINGLETON RD,SAN JOSE,6/13/24
18479,A1344784,,CAT,CALICO-DIL,,DOMESTIC SH,FEMALE,6/9/24,2 WEEKS,6/12/24,NURSING,STRAY,OTC,,6/19/24,DIED,IN KENNEL,NURSING,MEADWELL CT X SILVER LEAF RD,SAN JOSE,6/25/24
18480,A1344792,CAL,DOG,BLACK,WHITE,CHIHUAHUA LH,NEUTERED,6/12/12,12 YEARS,6/12/24,MED R,STRAY,OTC,,6/13/24,RTO,,,2500 BLOCK STORY RD X GALAHED AVE,SAN JOSE,6/13/24
18481,A1344793,LITTLE CHEF,CAT,GRAY,WHITE,DOMESTIC SH,FEMALE,,NO AGE,6/24/24,MED R,FOSTER,,IP ADOPT,6/24/24,EUTH,U PANLEUK,MED SEV,,SAN JOSE,6/24/24
18482,A1344807,,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,6/12/24,FERAL,STRAY,OTC,,6/14/24,RTF,,FERAL,MORRILL AVE / COHANSEY DR,SAN JOSE,6/15/24
18483,A1344819,,CAT,GRAY,WHITE,DOMESTIC SH,FEMALE,,NO AGE,6/12/24,MED R,STRAY,FIELD,,6/19/24,RESCUE,4PAWS2LOVE,MED R,E CAPITOL EXPY / TULLY RD,SAN JOSE,6/19/24
18484,A1344821,TNR,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,,NO AGE,6/12/24,PREGNANT,STRAY,OTC,,6/14/24,RTF,,FERAL,SIERRA MADRES TER,SAN JOSE,6/14/24
18485,A1344845,NALA,CAT,TORTIE-DIL,,DOMESTIC SH,SPAYED,,NO AGE,6/12/24,PREGNANT,STRAY,OTC,IP ADOPT,6/14/24,ADOPTION,,HEALTHY,ADAMS DR,SAN JOSE,6/14/24
18486,A1344846,,BIRD,CREAM,WHITE,OWL,UNKNOWN,,NO AGE,6/12/24,MED M,WILDLIFE,FIELD,,6/12/24,TRANSFER,WILDLIFE,MED M,EDSEL DR / FALCAO DR,MILPITAS,6/12/24
18487,A1344847,,OTHER,BROWN,,SQUIRREL,UNKNOWN,,NO AGE,6/12/24,DEAD,DISPO REQ,FIELD,,6/12/24,DISPOSAL,,DEAD,LINDY LN X TERRA BELLA DR,CUPERTINO,6/12/24
18488,A1344851,,OTHER,BLACK,WHITE,SKUNK,UNKNOWN,,NO AGE,6/12/24,MED SEV,WILDLIFE,FIELD,,6/12/24,EUTH,U MED EMRG,MED SEV,ASHLAND WAY X NORTHLAWN DR,SAN JOSE,6/12/24
18489,A1344857,TNR,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,6/13/24,PREGNANT,STRAY,OTC,,6/13/24,DIED,POST OP,MED SEV,FREELAND DR X CARNEGIE DR,MILPITAS,6/13/24
18490,A1344858,MISS MAYHEM,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,2/13/24,4 MONTHS,6/13/24,HEALTHY,STRAY,OTC,,,,,,N 12TH X JACKSON ST,SAN JOSE,6/19/24
18491,A1344897,,CAT,BLACK,,DOMESTIC SH,MALE,,NO AGE,6/13/24,MED EMERG,STRAY,FIELD,,6/13/24,EUTH,U MED SEV,MED EMERG,2200 BLOCK HURAN,SAN JOSE,6/13/24
18492,A1344898,,CAT,BLACK,,DOMESTIC SH,MALE,1/13/24,5 MONTHS,6/13/24,MED SEV,STRAY,OTC,,6/17/24,EUTH,U MED SEV,MED SEV,PENITENCIA CREEK RD X LINDA VISTA ST,SAN JOSE,6/17/24
18493,A1344901,,CAT,PT-LILAC,,DOMESTIC SH,FEMALE,,NO AGE,6/13/24,MED EMERG,STRAY,OTC,,6/13/24,EUTH,U MED SEV,MED EMERG,CLAREVIEW AVE X FISHER AVE,COUNTY,6/13/24
18494,A1344903,,DOG,WHITE,BLACK,CHIHUAHUA SH,FEMALE,,NO AGE,6/13/24,HEALTHY,STRAY,OTC,,,,,,POSTON DR X OBERT DR,SAN JOSE,6/13/24
18495,A1344907,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,,NO AGE,6/13/24,NURSING,STRAY,OTC,,6/16/24,EUTH,U MED SEV,NURSING,QUIMBY RD X TULLY RD,SAN JOSE,6/16/24
18496,A1344920,,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,5/22/24,5 WEEKS,6/13/24,MED R,STRAY,OTC,,6/18/24,FOSTER,,MED R,MONTEREY RD X UMBARGER RD,SAN JOSE,6/18/24
18497,A1344922,,CAT,PT-FLAME,,DOMESTIC SH,MALE,,NO AGE,6/13/24,MED R,STRAY,OTC,,6/13/24,FOSTER,,MED R,1100 BLOCK LYNN AVE X KNOX AVE,SAN JOSE,6/16/24
18498,A1344928,,CAT,BLACK,,DOMESTIC SH,FEMALE,5/22/24,5 WEEKS,6/13/24,MED R,STRAY,OTC,,6/18/24,FOSTER,,MED R,MONTEREY RD X UMBARGER RD,SAN JOSE,6/18/24
18499,A1344930,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,5/22/24,5 WEEKS,6/13/24,HEALTHY,STRAY,OTC,,6/18/24,FOSTER,,MED R,MONTEREY RD X UMBARGER RD,SAN JOSE,6/18/24
18500,A1344938,,CAT,TABBY-BRN,WHITE,DOMESTIC MH,NEUTERED,4/13/24,11 WEEKS,6/13/24,MED R,STRAY,OTC,IP ADOPT,6/21/24,ADOPTION,,HEALTHY,BETSY WAY X JIM DR,SAN JOSE,6/21/24
18501,A1344940,CHANEL,DOG,BROWN,BLACK,BOXER,SPAYED,4/13/24,11 WEEKS,6/13/24,HEALTHY,STRAY,OTC,,6/25/24,ADOPTION,,HEALTHY,LITTLE ORCHARD ST X CIMINO ST,SAN JOSE,6/25/24
18502,A1344942,,CAT,TABBY-GRAY,,DOMESTIC SH,MALE,,NO AGE,6/13/24,HEALTHY,STRAY,OTC,,,,,,200 BLOCK WABASH AVE X FOREST AVE,SAN JOSE,6/13/24
18503,A1344943,MIDAS,CAT,GRAY,WHITE,DOMESTIC MH,NEUTERED,4/13/24,11 WEEKS,6/13/24,HEALTHY,STRAY,OTC,,6/24/24,ADOPTION,WALK IN,HEALTHY,2900 BLOCK RUBINO CIR,SAN JOSE,6/24/24
18504,A1344944,,OTHER,BROWN,,DEER,FEMALE,,NO AGE,6/13/24,DEAD,DISPO REQ,FIELD,,6/13/24,DISPOSAL,,DEAD,FRUITVALE AVE/ HIGHWAY 9,SARATOGA,6/13/24
18505,A1344945,,OTHER,BLACK,,SNAKE,UNKNOWN,,NO AGE,6/13/24,DEAD,DISPO REQ,FIELD,,6/13/24,DISPOSAL,,DEAD,S HILL VIEW DR/ LOS COCHES,MILPITAS,6/13/24
18506,A1344946,,DOG,GRAY,BLACK,AUST CATTLE DOG,MALE,,NO AGE,6/13/24,HEALTHY,STRAY,OTC,,,,,,STORY RD/FLEMING AVE,SAN JOSE,6/13/24
18507,A1344947,,CAT,TABBY-BUFF,,DOMESTIC SH,MALE,4/24/24,9 WEEKS,6/13/24,FERAL,STRAY,OTC,,,,,,DOREL DR X PENITENCIA CREEK RD,SAN JOSE,6/24/24
18508,A1344948,PLUMA,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,3/13/24,15 WEEKS,6/13/24,HEALTHY,STRAY,OTC,,6/22/24,ADOPTION,,HEALTHY,VERNICE AVE/GRIFFITH ST,SAN JOSE,6/22/24
18509,A1344949,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,4/24/24,9 WEEKS,6/13/24,FERAL,STRAY,OTC,,,,,,DOREL DR X PENITENCIA CREEK RD,SAN JOSE,6/24/24
18510,A1344950,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,4/24/24,9 WEEKS,6/13/24,FERAL,STRAY,OTC,,,,,,DOREL DR X PENITENCIA CREEK RD,SAN JOSE,6/24/24
18511,A1344955,MABEL,DOG,BLACK,WHITE,PIT BULL,FEMALE,4/13/24,11 WEEKS,6/13/24,MED EMERG,OWNER SUR,OTC,IP ADOPT,6/25/24,FOSTER,,MED EMERG,,SAN JOSE,6/25/24
18512,A1344956,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,5/6/24,7 WEEKS,6/13/24,HEALTHY,STRAY,OTC,,6/27/24,TRANSFER,HSSV,HEALTHY,MANDOLIN DR,SAN JOSE,6/27/24
18513,A1344957,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,5/6/24,7 WEEKS,6/13/24,HEALTHY,STRAY,OTC,,6/27/24,TRANSFER,HSSV,HEALTHY,MANDOLIN DR,SAN JOSE,6/27/24
18514,A1344958,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,FEMALE,5/6/24,7 WEEKS,6/13/24,HEALTHY,STRAY,OTC,,6/27/24,TRANSFER,HSSV,HEALTHY,MANDOLIN DR,SAN JOSE,6/27/24
18515,A1344959,,CAT,PT-LYNX,,DOMESTIC SH,MALE,5/6/24,7 WEEKS,6/13/24,HEALTHY,STRAY,OTC,,6/27/24,TRANSFER,HSSV,HEALTHY,MANDOLIN DR,SAN JOSE,6/27/24
18516,A1344960,,CAT,PT-LYNX,,DOMESTIC SH,FEMALE,5/6/24,7 WEEKS,6/13/24,HEALTHY,STRAY,OTC,,6/27/24,TRANSFER,HSSV,HEALTHY,MANDOLIN DR,SAN JOSE,6/27/24
18517,A1344961,,DOG,BLACK,BROWN,DOBERMAN PINSCH,MALE,8/13/23,10 MONTHS,6/13/24,HEALTHY,CONFISCATE,ASO,,,,,,,SAN JOSE,6/20/24
18518,A1344963,,CAT,BLACK,BLACK,DOMESTIC SH,MALE,5/13/24,6 WEEKS,6/13/24,MED SEV,STRAY,OTC,,6/20/24,FOSTER,,MED SEV,OPHELIA AVE / RIGOLETTO DR,SAN JOSE,6/20/24
18519,A1344964,,CAT,TABBY-BRN,TABBY-BRN,DOMESTIC SH,MALE,5/6/24,7 WEEKS,6/13/24,MED SEV,STRAY,OTC,,,,,,OPHELIA AVE / RIGOLETTO DR,SAN JOSE,6/13/24
18520,A1344965,,CAT,BLACK,BLACK,DOMESTIC SH,FEMALE,5/13/24,6 WEEKS,6/13/24,MED SEV,STRAY,OTC,,6/20/24,FOSTER,,MED SEV,OPHELIA AVE / RIGOLETTO DR,SAN JOSE,6/20/24
18521,A1344967,,BIRD,YELLOW,,DUCK,UNKNOWN,,NO AGE,6/13/24,NURSING,STRAY,OTC,,6/13/24,FOSTER,,NURSING,S KIELY BLVD,SAN JOSE,6/13/24
18522,A1344967,,BIRD,YELLOW,,DUCK,UNKNOWN,,NO AGE,6/14/24,NURSING,FOSTER,,,6/16/24,TRANSFER,COUNTY,,S KIELY BLVD,SAN JOSE,6/16/24
18523,A1344969,,DOG,WHITE,,FRENCH BULLDOG,SPAYED,,NO AGE,6/13/24,HEALTHY,STRAY,OTC,,,,,,DIAMOND HEIGHTS DR X SENTER RD,SAN JOSE,6/13/24
18524,A1344971,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,6/13/23,1 YEAR,6/13/24,MED R,STRAY,OTC,,6/19/24,RTF,,MED R,WHITE RD / MARTEN AVE,SAN JOSE,6/19/24
18525,A1344979,,CAT,TABBY-BUFF,,DOMESTIC SH,FEMALE,5/6/24,7 WEEKS,6/13/24,HEALTHY,STRAY,OTC,,,,,,STORY RD X LEEWARD DR,SAN JOSE,6/14/24
18526,A1344980,,OTHER,BLACK,,SKUNK,UNKNOWN,,NO AGE,6/13/24,MED SEV,STRAY,FIELD,,6/13/24,TRANSFER,WILDLIFE,MED SEV,VALLEY WAY/ S ABBOTT,MILPITAS,6/13/24
18527,A1344981,,CAT,TORBI-DIL,,DOMESTIC SH,FEMALE,5/6/24,7 WEEKS,6/13/24,HEALTHY,STRAY,OTC,,,,,,STORY RD X LEEWARD DR,SAN JOSE,6/15/24
18528,A1344982,,CAT,CALICO-DIL,,DOMESTIC SH,FEMALE,5/6/24,7 WEEKS,6/13/24,HEALTHY,STRAY,OTC,,,,,,STORY RD X LEEWARD DR,SAN JOSE,6/13/24
18529,A1344983,,CAT,GRAY,,DOMESTIC SH,SPAYED,,NO AGE,6/13/24,PREGNANT,STRAY,OTC,,6/16/24,RTF,,FERAL,LEYLAND PARK CT X WHITBOURNE DR,SAN JOSE,6/16/24
18530,A1344984,,CAT,PT-LYNX,,DOMESTIC SH,UNKNOWN,,NO AGE,6/13/24,DEAD,DISPO REQ,OTC,,6/13/24,DISPOSAL,,DEAD,YERBA BUENA RD / WHINNEY PL WAY,SAN JOSE,6/13/24
18531,A1344985,CANELO,DOG,BRINDLE-BN,WHITE,PLOTT HOUND,MALE,6/17/21,3 YEARS,6/13/24,HEALTHY,STRAY,OTC,,6/17/24,RTO,WALK IN,HEALTHY,MCLAUGHLIN AVE X TAPER LN,SAN JOSE,6/17/24
18532,A1344986,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,6/13/24,MED EMERG,STRAY,OTC,,6/13/24,EUTH,U MED EMRG,MED EMERG,,SAN JOSE,6/13/24
18533,A1344987,LOUIE,DOG,WHITE,,MALTESE,MALE,6/16/23,1 YEAR,6/13/24,MED R,STRAY,OTC,,6/17/24,RTO,,MED R,CHERRY AVE X ALMADEN EXPY,SAN JOSE,6/17/24
18534,A1344988,,DOG,BLACK,WHITE,SIBERIAN HUSKY,MALE,,NO AGE,6/13/24,HEALTHY,STRAY,OTC,,,,,,SARATOGA AVE X LAWRENCE EXPY,SAN JOSE,6/13/24
18535,A1344991,CHURRO,DOG,BROWN,,CHIHUAHUA SH,MALE,4/13/24,11 WEEKS,6/13/24,HEALTHY,STRAY,OTC,,6/20/24,FOSTER,,,FRANKLIN ELEMENTARY SCHOOL,SAN JOSE,6/20/24
18536,A1344992,SOL,DOG,WHITE,,CHIHUAHUA SH,SPAYED,4/13/24,11 WEEKS,6/13/24,HEALTHY,STRAY,OTC,,6/20/24,ADOPTION,WALK IN,HEALTHY,FRANKLIN ELEMENTARY SCHOOL,SAN JOSE,6/20/24
18537,A1344994,,BIRD,RED,,CHICKEN,UNKNOWN,,NO AGE,6/13/24,HEALTHY,STRAY,FIELD,,6/16/24,TRANSFER,COUNTY,,S KING RD / STORY RD,SAN JOSE,6/16/24
18538,A1344995,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,,NO AGE,6/13/24,MED R,STRAY,FIELD,,6/13/24,EUTH,U MED SEV,MED EMERG,LEXINGTON DR X CADILLAC DR,SAN JOSE,6/13/24
18539,A1344996,,OTHER,BLACK,,SKUNK,UNKNOWN,,NO AGE,6/13/24,DEAD,DISPO REQ,FIELD,,6/13/24,DISPOSAL,,DEAD,CAPITOL AVE,SAN JOSE,6/13/24
18540,A1344997,CISCO,DOG,WHITE,BLACK,CHIHUAHUA SH,NEUTERED,6/14/09,15 YEARS,6/13/24,MED R,STRAY,OTC,IP ADOPT,6/14/24,RTO,WALK IN,MED R,PEARL AVE/CHYNOWETH,SAN JOSE,6/14/24
18541,A1345003,,CAT,BLACK,,DOMESTIC SH,FEMALE,4/28/24,8 WEEKS,6/13/24,HEALTHY,STRAY,OTC,,,,,,PEDRO ST,SAN JOSE,6/19/24
18542,A1345004,CHKN 1,BIRD,TRICOLOR,,CHICKEN,UNKNOWN,,NO AGE,6/13/24,HEALTHY,STRAY,FIELD,,6/16/24,TRANSFER,COUNTY,,S KING RD / STORY RD,SAN JOSE,6/16/24
18543,A1345006,CHKN 2,BIRD,YELLOW,,CHICKEN,UNKNOWN,,NO AGE,6/13/24,HEALTHY,STRAY,FIELD,,6/16/24,TRANSFER,COUNTY,,S KING RD / STORY RD,SAN JOSE,6/16/24
18544,A1345007,CHKN 3,BIRD,YELLOW,,CHICKEN,UNKNOWN,,NO AGE,6/13/24,HEALTHY,STRAY,FIELD,,6/16/24,TRANSFER,COUNTY,,S KING RD / STORY RD,SAN JOSE,6/16/24
18545,A1345008,CHKN 4,BIRD,TRICOLOR,,CHICKEN,UNKNOWN,,NO AGE,6/13/24,HEALTHY,STRAY,FIELD,,6/16/24,TRANSFER,COUNTY,,S KING RD / STORY RD,SAN JOSE,6/16/24
18546,A1345011,CHKN 5,BIRD,TRICOLOR,,CHICKEN,UNKNOWN,,NO AGE,6/13/24,HEALTHY,STRAY,FIELD,,6/16/24,TRANSFER,COUNTY,,S KING RD / STORY RD,SAN JOSE,6/16/24
18547,A1345013,CHKN 6,BIRD,BLACK,,CHICKEN,UNKNOWN,,NO AGE,6/13/24,HEALTHY,STRAY,FIELD,,6/16/24,TRANSFER,COUNTY,,S KING RD / STORY RD,SAN JOSE,6/16/24
18548,A1345014,CHKN 7,BIRD,BLACK,GRAY,CHICKEN,UNKNOWN,,NO AGE,6/13/24,HEALTHY,STRAY,FIELD,,6/16/24,TRANSFER,COUNTY,,S KING RD / STORY RD,SAN JOSE,6/16/24
18549,A1345015,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,5/3/24,8 WEEKS,6/13/24,HEALTHY,STRAY,OTC,,,,,,,SAN JOSE,6/27/24
